"URI","rdf-schema#label","rdf-schema#comment","binomialAuthority_label","binomialAuthority","class_label","class","conservationStatus","conservationStatusSystem","division_label","division","family_label","family","genus_label","genus","kingdom_label","kingdom","order_label","order","phylum_label","phylum","species_label","species","synonym","thumbnail_label","thumbnail","22-rdf-syntax-ns#type_label","22-rdf-syntax-ns#type","depiction_label","depiction","name"
"http://dbpedia.org/resource/Opisthoncus","Opisthoncus","Opisthoncus is a spider genus of the Salticidae family (jumping spiders). Many Australian species are as yet undescribed.","NULL","NULL","Arachnid","http://dbpedia.org/resource/Arachnid","NULL","NULL","NULL","NULL","{Jumping spider|Marpissinae}","{http://dbpedia.org/resource/Jumping_spider|http://dbpedia.org/resource/Marpissinae}","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Spider","http://dbpedia.org/resource/Spider","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","200px-Picture_178_cropped.jpg","http://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Picture_178_cropped.jpg/200px-Picture_178_cropped.jpg","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","Picture_178_cropped.jpg","http://upload.wikimedia.org/wikipedia/commons/1/1f/Picture_178_cropped.jpg","NULL"
"http://dbpedia.org/resource/Orissania","Orissania","Orissania is a spider genus of the Salticidae family (jumping spiders). Its single described species is found in India.","NULL","NULL","Arachnid","http://dbpedia.org/resource/Arachnid","NULL","NULL","NULL","NULL","Jumping spider","http://dbpedia.org/resource/Jumping_spider","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Spider","http://dbpedia.org/resource/Spider","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","Orissania"
"http://dbpedia.org/resource/Orsima","Orsima","Orsima is a spider genus of the Salticidae family (jumping spiders). O. ichneumon has been suggested to be a Polyrhachis ant mimic in reverse however a recent study dismissed this.","NULL","NULL","Arachnid","http://dbpedia.org/resource/Arachnid","NULL","NULL","NULL","NULL","{Heliophaninae|Jumping spider}","{http://dbpedia.org/resource/Heliophaninae|http://dbpedia.org/resource/Jumping_spider}","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Spider","http://dbpedia.org/resource/Spider","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","Orsima"
"http://dbpedia.org/resource/Orvilleus","Orvilleus","Orvilleus is a spider genus of the Salticidae family (jumping spiders). The genus's lone-described species Orvilleus crassus is found only in Panama.","Arthur M. Chickering","http://dbpedia.org/resource/Arthur_M._Chickering","Arachnid","http://dbpedia.org/resource/Arachnid","NULL","NULL","NULL","NULL","{Hisponinae|Jumping spider}","{http://dbpedia.org/resource/Hisponinae|http://dbpedia.org/resource/Jumping_spider}","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Spider","http://dbpedia.org/resource/Spider","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","Orvilleus"
"http://dbpedia.org/resource/Orthrus_(spider)","Orthrus (spider)","Orthrus is a spider genus of the Salticidae family (jumping spiders).","NULL","NULL","Arachnid","http://dbpedia.org/resource/Arachnid","NULL","NULL","NULL","NULL","{Amycinae|Jumping spider}","{http://dbpedia.org/resource/Amycinae|http://dbpedia.org/resource/Jumping_spider}","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Spider","http://dbpedia.org/resource/Spider","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","''orthrus"
"http://dbpedia.org/resource/Apopyllus","Apopyllus","Apopyllus is a spider genus in the family Gnaphosidae.","NULL","NULL","Arachnid","http://dbpedia.org/resource/Arachnid","NULL","NULL","NULL","NULL","{Gnaphosoidea|Ground spider}","{http://dbpedia.org/resource/Gnaphosoidea|http://dbpedia.org/resource/Ground_spider}","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Spider","http://dbpedia.org/resource/Spider","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","Apopyllus"
"http://dbpedia.org/resource/Galeodes","Galeodes","Galeodes is a genus of solifuges or sun spiders. The nearly 200 species in this genus are found in northern Africa southeastern Europe and Asia. Like other solifuges they are mainly nocturnal and found in arid habitats. The often have long hairy appendages and are not as stout bodied or dark and contrastingly coloured as some other solifuges. Some Galeodes species are able to produce sounds by stridulation.","NULL","NULL","Arachnid","http://dbpedia.org/resource/Arachnid","NULL","NULL","NULL","NULL","Galeodidae","http://dbpedia.org/resource/Galeodidae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Solifugae","http://dbpedia.org/resource/Solifugae","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","200px-SolifugeDaroji.jpg","http://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/SolifugeDaroji.jpg/200px-SolifugeDaroji.jpg","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","SolifugeDaroji.jpg","http://upload.wikimedia.org/wikipedia/commons/e/e3/SolifugeDaroji.jpg","Galeodes"
"http://dbpedia.org/resource/Liponyssoides_sanguineus","Liponyssoides sanguineus","Liponyssoides sanguineus is a species of mite. It infests Mus musculus. It can transmit human disease. It can transmit Rickettsia akari which causes rickettsialpox. It was previously known as Allodermanyssus sanguineus.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Dermanyssidae","http://dbpedia.org/resource/Dermanyssidae","Dermanyssidae","http://dbpedia.org/resource/Dermanyssidae","Animal","http://dbpedia.org/resource/Animal","Mesostigmata","http://dbpedia.org/resource/Mesostigmata","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","Liponyssoides sanguineus"
"http://dbpedia.org/resource/Sarcoptidae","Sarcoptidae","Sarcoptidae is a family of mites of which the most prominent are in the Genus Sarcoptes. Sarcoptic mange is caused by digging mites in that genus.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Sarcoptiformes","http://dbpedia.org/resource/Sarcoptiformes","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Pyroglyphidae","Pyroglyphidae","Pyroglyphidae is a family of mites.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Pyroglyphoidea","http://dbpedia.org/resource/Pyroglyphoidea","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Acariformes","http://dbpedia.org/resource/Acariformes","{Arthropod|Chelicerata}","{http://dbpedia.org/resource/Arthropod|http://dbpedia.org/resource/Chelicerata}","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Psoroptidae","Psoroptidae","Psoroptidae is a family of mites.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Sarcoptoidea","http://dbpedia.org/resource/Sarcoptoidea","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Sarcoptiformes","http://dbpedia.org/resource/Sarcoptiformes","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Argas","Argas","Argas is a genus of tick.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Argasidae","http://dbpedia.org/resource/Argasidae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Tick","http://dbpedia.org/resource/Tick","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","200px-Argas_spec_columbidae.jpg","http://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Argas_spec_columbidae.jpg/200px-Argas_spec_columbidae.jpg","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","Argas_spec_columbidae.jpg","http://upload.wikimedia.org/wikipedia/commons/1/17/Argas_spec_columbidae.jpg","Argas"
"http://dbpedia.org/resource/Trombidiformes","Trombidiformes","The Trombidiformes is a large diverse order of mites comprising around 125 families and more than 22000 described species. The group has few synapomorphies by which it can be defined unlike the other major group of acariform mites Sarcoptiformes. Its members include medically important mites and many agriculturally important species including the spider mites and gall mites. Trombidiformes can be divided into Sphaerolichida and Prostigmata.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Acariformes","http://dbpedia.org/resource/Acariformes","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","200px-Trombidium_holosericeum_(aka).jpg","http://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Trombidium_holosericeum_(aka).jpg/200px-Trombidium_holosericeum_(aka).jpg","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","Trombidium_holosericeum_(aka).jpg","http://upload.wikimedia.org/wikipedia/commons/8/8d/Trombidium_holosericeum_(aka).jpg","NULL"
"http://dbpedia.org/resource/Sarcoptiformes","Sarcoptiformes","Sarcoptiformes is an order of Acari comprising over 15000 described species in around 230 families which are divided into two suborders Oribatida and Astigmata.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Acariformes","http://dbpedia.org/resource/Acariformes","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Haemaphysalis","Haemaphysalis","Haemaphysalis is a genus of tick.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","{Haemaphysalis|Ixodidae}","{http://dbpedia.org/resource/Haemaphysalis|http://dbpedia.org/resource/Ixodidae}","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Tick","http://dbpedia.org/resource/Tick","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","200px-Haemaphysalis_longicornis_1.jpg","http://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Haemaphysalis_longicornis_1.jpg/200px-Haemaphysalis_longicornis_1.jpg","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","Haemaphysalis_longicornis_1.jpg","http://upload.wikimedia.org/wikipedia/commons/5/5a/Haemaphysalis_longicornis_1.jpg","Haemaphysalis"
"http://dbpedia.org/resource/Anystis","Anystis","Anystis is a genus of mite. It includes the species Anystis baccarum.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Anystidae","http://dbpedia.org/resource/Anystidae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Trombidiformes","http://dbpedia.org/resource/Trombidiformes","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","Anystis"
"http://dbpedia.org/resource/Eupodes","Eupodes","Eupodes is a genus of mites. It includes the species Eupodes minutus.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Eupodidae","http://dbpedia.org/resource/Eupodidae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Trombidiformes","http://dbpedia.org/resource/Trombidiformes","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Eleutherengonides","Eleutherengonides","Eleutherengonides is a group of mites ranked as a supercohort between the taxonomic rank of order and family.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","{Prostigmata|Trombidiformes}","{http://dbpedia.org/resource/Prostigmata|http://dbpedia.org/resource/Trombidiformes}","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Parasitengona","Parasitengona","Parasitengona is a group of mites ranked as a cohort between the taxonomic rank of order and family.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","{Prostigmata|Trombidiformes}","{http://dbpedia.org/resource/Prostigmata|http://dbpedia.org/resource/Trombidiformes}","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Opilioacarus","Opilioacarus","Opilioacarus is a genus of mites containing the following species: Opilioacarus bajacalifornicus Opilioacarus italicus Opilioacarus nicaraguensis Opilioacarus nohbecanus Opilioacarus ojastii Opilioacarus orghidani Opilioacarus platensis Opilioacarus segmentatus Opilioacarus siankaanensis Opilioacarus texanus Opilioacarus vanderhammeni","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Opilioacariformes","http://dbpedia.org/resource/Opilioacariformes","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Opilioacariformes","http://dbpedia.org/resource/Opilioacariformes","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","Opilioacarus"
"http://dbpedia.org/resource/Parasitus","Parasitus","Parasitus is a genus of mites in the family Parasitidae including the following species: Parasitus altaicus Parasitus americanus Parasitus amurensis Parasitus anomalus Parasitus apodius Parasitus arcticus Parasitus ascidiformis Parasitus asiaticus Parasitus azaleensis Parasitus bacoides Parasitus baoshanensis Parasitus berlesei Parasitus beta Parasitus bicornutus Parasitus bidigitalis Parasitus bifiditectus Parasitus bifurcus Parasitus bisiculus Parasitus bispinatus Parasitus brachychaetus Parasitus buccalis Parasitus burchanensis Parasitus capitaneus Parasitus celer Parasitus cervicornis Parasitus chortophilus Parasitus coleoptratorum Parasitus comelicensis Parasitus consanguineus Parasitus consors Parasitus convexus Parasitus copridis Parasitus coprofilus Parasitus cordiformis Parasitus crinitosimilis Parasitus crispus Parasitus davydovae Parasitus denenensis Parasitus digitalis Parasitus discoidalis Parasitus distinctus Parasitus dongbei Parasitus effigialis Parasitus emeishanensis Parasitus eucervicornis Parasitus exiguus Parasitus femoralis Parasitus fimetorum Parasitus flagellispinosus Parasitus flavolimbatus Parasitus formosanus Parasitus fragilis Parasitus furcatus Parasitus gansuensis Parasitus geotrupidis Parasitus haiyuanensis Parasitus himalayanus Parasitus hortivagus Parasitus hubeiensis Parasitus hyalinus Parasitus imitofragilis Parasitus inanis Parasitus insularius Parasitus islandicus Parasitus jamalensis Parasitus kempersi Parasitus kraepelini Parasitus lanceolatus Parasitus latobacoides Parasitus limulus Parasitus loricatus Parasitus lunariphilus Parasitus lunulatus Parasitus maguliaris Parasitus magus Parasitus majusculus Parasitus mengyangchunae Parasitus minus Parasitus miratectus Parasitus monticolus Parasitus multidenticulatus Parasitus multisetus Parasitus mustelarum Parasitus mycophilus Parasitus nanus Parasitus neglectus Parasitus nikolskyi Parasitus ningxiaensis Parasitus nolli Parasitus obscurus Parasitus oligochaetus Parasitus oudemansi Parasitus palmatus Parasitus papei Parasitus parvulus Parasitus pectospinosus Parasitus pinatus Parasitus pinguis Parasitus planicolus Parasitus plumosus Parasitus pollinerus Parasitus prosapialis Parasitus provincialis Parasitus pygmaeus Parasitus qiangorlosana Parasitus qinghaiensis Parasitus quadrichaetus Parasitus radialis Parasitus ramiferus Parasitus remberti Parasitus reticulatus Parasitus sakhalinensis Parasitus scirpiculatus Parasitus sichuanensis Parasitus similis Parasitus simplex Parasitus sinicus Parasitus solens Parasitus speculiger Parasitus squarrosus Parasitus stenoventralis Parasitus stepposus Parasitus subterraneus Parasitus subtropicus Parasitus tarsalis Parasitus tengkuofani Parasitus tenoriglans Parasitus tenuipilosus Parasitus tonpuensis Parasitus tridentatus Parasitus trifidus Parasitus trifurcatus Parasitus triramosus Parasitus trispinosus Parasitus trivialis Parasitus truncatus Parasitus turbinatus Parasitus unicornutus Parasitus wangdunqingi Parasitus wentinghuani Parasitus womersleyi Parasitus xinjiangensis Parasitus xiphoideus Parasitus yinchuanensis Parasitus zachvatkini Parasitus zhenningensis Parasitus zschokkei","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Parasitidae","http://dbpedia.org/resource/Parasitidae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Mesostigmata","http://dbpedia.org/resource/Mesostigmata","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","Parasitus"
"http://dbpedia.org/resource/Heterostigmatina","Heterostigmatina","Heterostigmata is a grouping of mites.","NULL","NULL","Arachnid","http://dbpedia.org/resource/Arachnid","NULL","NULL","NULL","NULL","Eleutherengonides","http://dbpedia.org/resource/Eleutherengonides","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Trombidiformes","http://dbpedia.org/resource/Trombidiformes","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Abacarus","Abacarus","Abacarus is a genus of acari including the following species: Abacarus acutatus Abacarus doctus Abacarus hystrix Abacarus lolii Abacarus sacchari #invoke: Navbox  navbox ","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Eriophyidae","http://dbpedia.org/resource/Eriophyidae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Prostigmata","http://dbpedia.org/resource/Prostigmata","{Arthropod|Chelicerata}","{http://dbpedia.org/resource/Arthropod|http://dbpedia.org/resource/Chelicerata}","NULL","NULL","NULL","200px-FreeImagefromCSIROEnto_AustralianInsectCommonNames_Abacarus-hystrix.jpg","http://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/FreeImagefromCSIROEnto_AustralianInsectCommonNames_Abacarus-hystrix.jpg/200px-FreeImagefromCSIROEnto_AustralianInsectCommonNames_Abacarus-hystrix.jpg","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","FreeImagefromCSIROEnto_AustralianInsectCommonNames_Abacarus-hystrix.jpg","http://upload.wikimedia.org/wikipedia/commons/2/2a/FreeImagefromCSIROEnto_AustralianInsectCommonNames_Abacarus-hystrix.jpg","Abacarus"
"http://dbpedia.org/resource/Androlaelaps","Androlaelaps","Androlaelaps is a genus of mites in the family Laelapidae.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Laelapidae","http://dbpedia.org/resource/Laelapidae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Mesostigmata","http://dbpedia.org/resource/Mesostigmata","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Eriophyes","Eriophyes","Eriophyes is a genus of acari.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Eriophyidae","http://dbpedia.org/resource/Eriophyidae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Prostigmata","http://dbpedia.org/resource/Prostigmata","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","200px-Eriophyes_tilae_tilae_detail.JPG","http://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Eriophyes_tilae_tilae_detail.JPG/200px-Eriophyes_tilae_tilae_detail.JPG","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","Eriophyes_tilae_tilae_detail.JPG","http://upload.wikimedia.org/wikipedia/commons/a/a2/Eriophyes_tilae_tilae_detail.JPG","Eriophyes"
