"URI","rdf-schema#label","rdf-schema#comment","binomialAuthority_label","binomialAuthority","class_label","class","conservationStatus","conservationStatusSystem","division_label","division","family_label","family","genus_label","genus","kingdom_label","kingdom","order_label","order","phylum_label","phylum","species_label","species","synonym","thumbnail_label","thumbnail","22-rdf-syntax-ns#type_label","22-rdf-syntax-ns#type","depiction_label","depiction","name"
"http://dbpedia.org/resource/Bdelloidea_(mites)","Bdelloidea (mites)","Bdelloidea is a superfamily of mites containing the two families Bdellidae and Cunaxidae.","NULL","NULL","Arachnid","http://dbpedia.org/resource/Arachnid","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","{Prostigmata|Trombidiformes}","{http://dbpedia.org/resource/Prostigmata|http://dbpedia.org/resource/Trombidiformes}","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","Bdelloidea"
"http://dbpedia.org/resource/Bdellodes","Bdellodes","Bdellodes is a genus of mites including the species Bdellodes lapidaria.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Bdellidae","http://dbpedia.org/resource/Bdellidae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Trombidiformes","http://dbpedia.org/resource/Trombidiformes","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","Bdellodes"
"http://dbpedia.org/resource/Hydrachnidiae","Hydrachnidiae","Hydrachnidiae are a group of mites containing over 5000 species found in freshwater habitat.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","{Prostigmata|Trombidiformes}","{http://dbpedia.org/resource/Prostigmata|http://dbpedia.org/resource/Trombidiformes}","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","{* Hydracarina|* Hydrachnellae|* Hydrachnidia}","200px-Hydrachnidia.jpg","http://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Hydrachnidia.jpg/200px-Hydrachnidia.jpg","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","Hydrachnidia.jpg","http://upload.wikimedia.org/wikipedia/commons/d/df/Hydrachnidia.jpg","NULL"
"http://dbpedia.org/resource/Holothyrus","Holothyrus","Holothyrus is a genus of mites in the order Holothyrida. It includes two species Holothyrus coccinella and Holothyrus legendrei.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Holothyridae","http://dbpedia.org/resource/Holothyridae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Holothyrida","http://dbpedia.org/resource/Holothyrida","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Calyptostoma","Calyptostoma","Calyptostoma is a genus of mites.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Trombidiformes","http://dbpedia.org/resource/Trombidiformes","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","Calyptostoma"
"http://dbpedia.org/resource/Alycus","Alycus","Alycus is a genus of mite including the species Alycus roseus.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Alycidae","http://dbpedia.org/resource/Alycidae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Trombidiformes","http://dbpedia.org/resource/Trombidiformes","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","Alycus"
"http://dbpedia.org/resource/Tyrophagus","Tyrophagus","Tyrophagus is a genus of mites in the family Acaridae.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Acaridae","http://dbpedia.org/resource/Acaridae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Sarcoptiformes","http://dbpedia.org/resource/Sarcoptiformes","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Histiostoma","Histiostoma","Histiostoma is a genus of mites including the species Histiostoma polypori.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","{Astigmatina|Histiostomatidae}","{http://dbpedia.org/resource/Astigmatina|http://dbpedia.org/resource/Histiostomatidae}","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Sarcoptiformes","http://dbpedia.org/resource/Sarcoptiformes","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","Histiostoma"
"http://dbpedia.org/resource/Sarcoptoidea","Sarcoptoidea","Sarcoptoidea is a superfamily of mites including many associated with mammals.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Sarcoptiformes","http://dbpedia.org/resource/Sarcoptiformes","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Macronyssidae","Macronyssidae","Macronyssidae is a family of parasitic mites in the order Mesostigmata.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Dermanyssoidea","http://dbpedia.org/resource/Dermanyssoidea","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Mesostigmata","http://dbpedia.org/resource/Mesostigmata","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Laelapidae","Laelapidae","Laelapidae is a family of mites in the order Mesostigmata. The family is also referred to in the literature as Laelaptidae and this may be the correct spelling.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Dermanyssoidea","http://dbpedia.org/resource/Dermanyssoidea","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Mesostigmata","http://dbpedia.org/resource/Mesostigmata","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Hottentotta_tamulus","Hottentotta tamulus","Hottentotta tamulus the Indian red scorpion (also known as eastern Indian scorpion) is a species of scorpion belonging to the family Buthidae. It occurs in most of India eastern Pakistan and the eastern lowlands of Nepal.","NULL","NULL","Arachnid","http://dbpedia.org/resource/Arachnid","NULL","NULL","NULL","NULL","Buthidae","http://dbpedia.org/resource/Buthidae","Hottentotta","http://dbpedia.org/resource/Hottentotta","Animal","http://dbpedia.org/resource/Animal","Scorpion","http://dbpedia.org/resource/Scorpion","{Arthropod|Chelicerata}","{http://dbpedia.org/resource/Arthropod|http://dbpedia.org/resource/Chelicerata}","NULL","NULL","{*H. tamulus concanensis (Pocock 1900)|*H. tamulus gangeticus (Pocock 1900)|*H. tamulus gujaratensis (Pocock 1900)|*H. tamulus sindicus (Pocock 1900)}","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Ananteris_sabineae","Ananteris sabineae","Ananteris sabineae is a species of scorpion. It has a pale pigmentation of its pedipalps and legs and a dark pigmentation of its carapace. It also has less yellow spots. It is closely related to Ananteris pydanieli.","NULL","NULL","Arachnid","http://dbpedia.org/resource/Arachnid","NULL","NULL","NULL","NULL","Buthidae","http://dbpedia.org/resource/Buthidae","Ananteris","http://dbpedia.org/resource/Ananteris","Animal","http://dbpedia.org/resource/Animal","Scorpion","http://dbpedia.org/resource/Scorpion","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","Ananteris sabineae"
"http://dbpedia.org/resource/Six-spotted_fishing_spider","Six-spotted fishing spider","The six-spotted fishing spider Dolomedes triton is an arachnid from the nursery web spider family Pisauridae. This species is from the genus Dolomedes the fishing spiders. This species of fishing spider is named after the mythological Greek god Triton who is the messenger of the big sea and the son of Poseidon.","Charles Athanase Walckenaer","http://dbpedia.org/resource/Charles_Athanase_Walckenaer","Arachnid","http://dbpedia.org/resource/Arachnid","NULL","NULL","NULL","NULL","Nursery web spider","http://dbpedia.org/resource/Nursery_web_spider","Dolomedes","http://dbpedia.org/resource/Dolomedes","Animal","http://dbpedia.org/resource/Animal","Spider","http://dbpedia.org/resource/Spider","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","200px-Dolomedes_triton_Standing_on_the_Water_-_June_2011.jpg","http://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Dolomedes_triton_Standing_on_the_Water_-_June_2011.jpg/200px-Dolomedes_triton_Standing_on_the_Water_-_June_2011.jpg","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","Dolomedes_triton_Standing_on_the_Water_-_June_2011.jpg","http://upload.wikimedia.org/wikipedia/commons/b/bf/Dolomedes_triton_Standing_on_the_Water_-_June_2011.jpg","NULL"
"http://dbpedia.org/resource/Zealanapis","Zealanapis","Zealanapis is a spider genus in the family Anapidae found in New Zealand.","NULL","NULL","Arachnid","http://dbpedia.org/resource/Arachnid","NULL","NULL","NULL","NULL","{Anapidae|Araneoidea}","{http://dbpedia.org/resource/Anapidae|http://dbpedia.org/resource/Araneoidea}","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","{Araneomorphae|Spider}","{http://dbpedia.org/resource/Araneomorphae|http://dbpedia.org/resource/Spider}","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","200px-Zealanapis_male_dorsal.jpg","http://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Zealanapis_male_dorsal.jpg/200px-Zealanapis_male_dorsal.jpg","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","Zealanapis_male_dorsal.jpg","http://upload.wikimedia.org/wikipedia/commons/a/a0/Zealanapis_male_dorsal.jpg","NULL"
"http://dbpedia.org/resource/Zealanapis_australis","Zealanapis australis","Zealanapis australis is a spider species in the genus Zealanapis found in New Zealand.","{1951 in science|Raymond Robert Forster}","{http://dbpedia.org/resource/1951_in_science|http://dbpedia.org/resource/Raymond_Robert_Forster}","Arachnid","http://dbpedia.org/resource/Arachnid","NULL","NULL","NULL","NULL","{Anapidae|Araneoidea}","{http://dbpedia.org/resource/Anapidae|http://dbpedia.org/resource/Araneoidea}","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","{Araneomorphae|Spider}","{http://dbpedia.org/resource/Araneomorphae|http://dbpedia.org/resource/Spider}","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","{Zealanapis australis (Forster 1951) Platnick & Forster 1989|Chasmocephalon australis Forster 1951}","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Ananteris_pydanieli","Ananteris pydanieli","Ananteris pydanieli is a species of scorpion from Brazilian Amazonia. It is a member of the Buthidae family.","NULL","NULL","Arachnid","http://dbpedia.org/resource/Arachnid","NULL","NULL","NULL","NULL","Buthidae","http://dbpedia.org/resource/Buthidae","Ananteris","http://dbpedia.org/resource/Ananteris","Animal","http://dbpedia.org/resource/Animal","Scorpion","http://dbpedia.org/resource/Scorpion","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","Ananteris pydanieli"
"http://dbpedia.org/resource/Heterometrus","Heterometrus","Heterometrus which members are also known by the collective vernacular name giant forest scorpions is a genus of scorpion belonging to the family Scorpionidae. It is distributed widely across tropical and subtropical southeastern Asia including Cambodia Laos Thailand Vietnam as well as India Sri Lanka Nepal and China. It is notable for containing some of the largest living species of scorpions.","NULL","NULL","Arachnid","http://dbpedia.org/resource/Arachnid","NULL","NULL","NULL","NULL","{Scorpionidae|Scorpioninae}","{http://dbpedia.org/resource/Scorpionidae|http://dbpedia.org/resource/Scorpioninae}","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Scorpion","http://dbpedia.org/resource/Scorpion","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","{* Heterometrus (Chersonesometrus) Couzijn 1978|* Heterometrus (Gigantometrus) Couzijn 1978|* Heterometrus (Javanimetrus) Couzijn 1981|* Heterometrus (Srilankametrus) Couzijn 1981|* Palamnaeus Thorell 1876}","200px-Herbst_plate1.jpg","http://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Herbst_plate1.jpg/200px-Herbst_plate1.jpg","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","Herbst_plate1.jpg","http://upload.wikimedia.org/wikipedia/commons/a/aa/Herbst_plate1.jpg","Heterometrus"
"http://dbpedia.org/resource/Acantholycosa","Acantholycosa","Acantholycosa is a genus of wolf spiders. Members of this genus can be distinguished from closely related genera by the presence of more than three pairs of ventral tibial spines on each front leg.","NULL","NULL","Arachnid","http://dbpedia.org/resource/Arachnid","NULL","NULL","NULL","NULL","{Lycosoidea|Pardosinae|Wolf spider}","{http://dbpedia.org/resource/Lycosoidea|http://dbpedia.org/resource/Pardosinae|http://dbpedia.org/resource/Wolf_spider}","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Spider","http://dbpedia.org/resource/Spider","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Scoloderus","Scoloderus","Scoloderus is a genus of orb-weaving spider of the family Araneidae which feed largely on nocturnal moths. Scoloderus spiders make a ladder type nest with vertical extensions of sticky orbs above and below the circumference of the primary orb. When a moth strikes the web it slides down the ladder leaving behind scales on the sticky silk till it is completely ensnared.","NULL","NULL","Arachnid","http://dbpedia.org/resource/Arachnid","NULL","NULL","NULL","NULL","Orb-weaver spider","http://dbpedia.org/resource/Orb-weaver_spider","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Spider","http://dbpedia.org/resource/Spider","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","Scoloderus"
"http://dbpedia.org/resource/Sinolaelaps","Sinolaelaps","Sinolaelaps is a genus of mites in the family Laelapidae.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Laelapidae","http://dbpedia.org/resource/Laelapidae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Mesostigmata","http://dbpedia.org/resource/Mesostigmata","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Sphaeroseius","Sphaeroseius","Sphaeroseius is a genus of mites in the family Laelapidae.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Laelapidae","http://dbpedia.org/resource/Laelapidae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Mesostigmata","http://dbpedia.org/resource/Mesostigmata","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Stamfordia","Stamfordia","Stamfordia is a genus of mites in the family Laelapidae.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Laelapidae","http://dbpedia.org/resource/Laelapidae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Mesostigmata","http://dbpedia.org/resource/Mesostigmata","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Steptolaelaps","Steptolaelaps","Steptolaelaps is a genus of mites in the family Laelapidae.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Laelapidae","http://dbpedia.org/resource/Laelapidae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Mesostigmata","http://dbpedia.org/resource/Mesostigmata","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Sternolaelaps","Sternolaelaps","Sternolaelaps is a genus of mites in the family Laelapidae.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Laelapidae","http://dbpedia.org/resource/Laelapidae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Mesostigmata","http://dbpedia.org/resource/Mesostigmata","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Stevelus","Stevelus","Stevelus is a genus of mites in the family Laelapidae.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Laelapidae","http://dbpedia.org/resource/Laelapidae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Mesostigmata","http://dbpedia.org/resource/Mesostigmata","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Stigmatolaelaps","Stigmatolaelaps","Stigmatolaelaps is a genus of mites in the family Laelapidae.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Laelapidae","http://dbpedia.org/resource/Laelapidae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Mesostigmata","http://dbpedia.org/resource/Mesostigmata","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Stratiolaelaps","Stratiolaelaps","Stratiolaelaps is a genus of mites in the family Laelapidae.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Laelapidae","http://dbpedia.org/resource/Laelapidae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Mesostigmata","http://dbpedia.org/resource/Mesostigmata","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Tengilaelaps","Tengilaelaps","Tengilaelaps is a genus of mites in the family Laelapidae.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Laelapidae","http://dbpedia.org/resource/Laelapidae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Mesostigmata","http://dbpedia.org/resource/Mesostigmata","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
"http://dbpedia.org/resource/Tricholaelaps","Tricholaelaps","Tricholaelaps is a genus of mites in the family Laelapidae.","NULL","NULL","{Acari|Arachnid}","{http://dbpedia.org/resource/Acari|http://dbpedia.org/resource/Arachnid}","NULL","NULL","NULL","NULL","Laelapidae","http://dbpedia.org/resource/Laelapidae","NULL","NULL","Animal","http://dbpedia.org/resource/Animal","Mesostigmata","http://dbpedia.org/resource/Mesostigmata","Arthropod","http://dbpedia.org/resource/Arthropod","NULL","NULL","NULL","NULL","NULL","{animal|arachnid|eukaryote|species|owl#Thing}","{http://dbpedia.org/ontology/Animal|http://dbpedia.org/ontology/Arachnid|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species|http://www.w3.org/2002/07/owl#Thing}","NULL","NULL","NULL"
